"VESSEL","CRUISE","YEAR","HAUL","SUBSTRATA","LATITUDE","LONGITUDE","SURFACE_TEMPERATURE","GEAR_TEMPERATURE","START_TIME","BOTTOM_DEPTH","SPECIES_CODE","CPUE_KGHA","CPUE_NOHA","AREA_FISHED"
37,199201,1992.00,165,90,61.34,-175.6,8.2,-0.4,7/29/1992 10:00:00,95,10285,0.00,0.00,5.01
37,199201,1992.00,166,90,61.01,-175.56,8.5,0.1,7/29/1992 12:00:00,101,10285,0.00,0.00,4.79
37,199201,1992.00,167,90,61.01,-176.28,8.5,0.8,7/29/1992 15:00:00,110,10285,0.00,0.00,3.30
37,199201,1992.00,168,61,60.68,-176.19,8.7,0.8,7/29/1992 18:00:00,119,10285,0.00,0.00,4.75
37,199201,1992.00,169,61,60.68,-175.45,8.9,0.2,7/30/1992 7:00:00,108,10285,0.37,0.20,4.85
37,199201,1992.00,170,61,60.34,-175.38,9,0.8,7/30/1992 10:00:00,110,10285,0.00,0.00,5.10
37,199201,1992.00,171,61,60.34,-176.03,9,1.6,7/30/1992 13:00:00,121,10285,0.00,0.00,3.32
37,199201,1992.00,172,61,60,-175.93,9.3,1.6,7/30/1992 16:00:00,128,10285,0.00,0.00,3.35
37,199201,1992.00,173,61,60.01,-175.26,8.5,1.4,7/30/1992 19:00:00,117,10285,1.73,0.94,3.18
37,199201,1992.00,174,61,59.67,-175.12,9.1,1.8,7/31/1992 8:00:00,124,10285,28.57,11.15,3.40
37,199201,1992.00,175,61,59.34,-175.1,9,2.4,7/31/1992 11:00:00,132,10285,2.09,0.75,5.31
37,199201,1992.00,176,61,59,-175,9.1,3.1,7/31/1992 14:00:00,128,10285,0.00,0.00,3.57
37,199201,1992.00,177,61,58.67,-174.89,8.8,3.1,7/31/1992 18:00:00,218,10285,0.00,0.00,3.63
37,199201,1992.00,178,61,58.65,-176.2,8.6,2.9,8/1/1992 7:00:00,143,10285,0.00,0.00,5.44
37,199201,1992.00,179,61,58.99,-176.31,8.6,2.8,8/1/1992 10:00:00,134,10285,0.00,0.00,3.46
37,199201,1992.00,180,61,59.32,-176.38,8.9,2.1,8/1/1992 13:00:00,135,10285,0.00,0.00,4.01
37,199201,1992.00,181,61,59.65,-176.53,8.8,2,8/1/1992 16:00:00,134,10285,0.00,0.00,3.45
37,199201,1992.00,182,61,59.99,-177.9,8.8,1.7,8/2/1992 7:00:00,141,10285,0.00,0.00,4.94
37,199201,1992.00,183,61,59.99,-177.21,9,1.9,8/2/1992 11:00:00,137,10285,0.00,0.00,5.18
37,199201,1992.00,184,61,60.32,-177.38,9.1,1.6,8/2/1992 13:00:00,144,10285,0.00,0.00,4.73
37,199201,1992.00,185,61,60.65,-177.5,8.8,1.5,8/2/1992 16:00:00,146,10285,0.00,0.00,5.00
37,199201,1992.00,186,61,60.65,-178.19,8.5,2,8/3/1992 8:00:00,161,10285,0.00,0.00,4.93
37,199201,1992.00,187,90,60.99,-177.63,8.7,1.5,8/3/1992 12:00:00,135,10285,0.00,0.00,3.53
87,199201,1992.00,1,10,57.33,-158.4,4.7,,6/5/1992 9:00:00,29,10285,0.00,0.00,3.88
87,199201,1992.00,2,10,57.67,-158.34,4.5,,6/5/1992 14:00:00,33,10285,0.00,0.00,4.55
87,199201,1992.00,3,10,58.01,-158.31,4.7,,6/5/1992 17:00:00,31,10285,0.00,0.00,5.06
87,199201,1992.00,4,10,58.34,-159.55,5.6,5.1,6/6/1992 7:00:00,24,10285,32.15,92.51,2.69
87,199201,1992.00,5,10,57.99,-159.6,4.9,,6/6/1992 10:00:00,40,10285,0.09,0.62,4.77
87,199201,1992.00,6,10,57.65,-159.63,3.5,,6/6/1992 13:00:00,48,10285,0.56,0.40,4.99
87,199201,1992.00,7,10,57.32,-159.66,,2.6,6/6/1992 16:00:00,55,10285,0.00,0.00,5.32
87,199201,1992.00,8,10,56.98,-159.7,5.1,2.3,6/6/1992 19:00:00,55,10285,0.00,0.00,4.95
87,199201,1992.00,9,10,56.67,-159.74,4.4,3.8,6/7/1992 6:00:00,37,10285,0.19,0.89,4.46
87,199201,1992.00,10,10,56.32,-161,7,3.1,6/7/1992 12:00:00,51,10285,97.91,126.41,1.75
87,199201,1992.00,11,31,56.67,-160.98,6.7,2.6,6/7/1992 15:00:00,66,10285,4.45,6.94,5.18
87,199201,1992.00,12,31,57,-160.94,10.4,2.6,6/7/1992 17:00:00,62,10285,0.64,0.81,4.93
87,199201,1992.00,13,31,57.32,-160.94,5.4,2.6,6/8/1992 7:00:00,59,10285,0.46,0.61,4.85
87,199201,1992.00,14,31,57.66,-160.88,5.1,2.1,6/8/1992 9:00:00,55,10285,7.47,18.57,4.89
87,199201,1992.00,16,10,58.33,-160.75,7.7,,6/8/1992 15:00:00,18,10285,0.00,0.00,4.00
87,199201,1992.00,17,10,58.33,-162.06,4.1,3.8,6/9/1992 7:00:00,46,10285,1.70,1.62,4.31
87,199201,1992.00,18,10,57.99,-162.11,3.3,2.8,6/9/1992 9:00:00,37,10285,0.52,1.26,3.96
87,199201,1992.00,19,10,57.65,-162.13,5.4,3.8,6/9/1992 12:00:00,44,10285,12.77,26.93,2.74
87,199201,1992.00,20,10,57.32,-162.14,6.3,3.9,6/9/1992 15:00:00,48,10285,8.85,11.43,3.41
87,199201,1992.00,21,31,56.98,-162.16,7.5,2.1,6/9/1992 17:00:00,60,10285,66.70,98.72,3.01
87,199201,1992.00,22,31,56.65,-162.18,7.4,1.3,6/9/1992 20:00:00,73,10285,34.19,31.23,3.10
87,199201,1992.00,23,31,55.33,-163.41,4.7,2.1,6/11/1992 7:00:00,51,10285,25.51,49.59,4.19
87,199201,1992.00,24,31,55.68,-163.4,7.6,2.3,6/11/1992 10:00:00,80,10285,45.74,37.51,4.61
87,199201,1992.00,25,31,55.99,-163.4,8.1,1.8,6/11/1992 13:00:00,88,10285,0.00,0.00,3.78
87,199201,1992.00,26,31,56.34,-163.39,7.8,1.1,6/11/1992 16:00:00,84,10285,3.04,2.65,4.89
87,199201,1992.00,27,31,56.66,-163.38,6.9,0.6,6/11/1992 18:00:00,75,10285,27.04,26.55,5.34
87,199201,1992.00,28,31,56.99,-163.38,5.6,0.7,6/12/1992 7:00:00,64,10285,13.77,16.69,4.73
87,199201,1992.00,29,10,57.32,-163.38,5.3,2.4,6/12/1992 10:00:00,53,10285,29.77,44.12,4.91
87,199201,1992.00,30,10,59.01,-163.35,5.3,4.4,6/14/1992 14:00:00,18,10285,1.72,7.65,3.91
87,199201,1992.00,31,10,58.67,-163.35,5.3,4.4,6/14/1992 17:00:00,29,10285,3.19,9.70,4.22
87,199201,1992.00,32,10,58.35,-163.36,4.6,3.9,6/15/1992 7:00:00,35,10285,1.76,5.79,3.96
87,199201,1992.00,34,10,57.99,-163.38,4,3.1,6/15/1992 11:00:00,42,10285,10.99,19.39,1.64
87,199201,1992.00,35,10,57.66,-163.37,4.5,3.5,6/15/1992 13:00:00,44,10285,59.84,94.63,4.95
87,199201,1992.00,36,31,57,-164.6,6.3,,6/18/1992 10:00:00,70,10285,56.58,66.39,4.66
87,199201,1992.00,37,50,54.77,-165.51,6.7,3.8,6/20/1992 8:00:00,210,10285,0.17,0.38,5.17
87,199201,1992.00,38,31,54.68,-165.12,7.4,6.5,6/20/1992 12:00:00,80,10285,0.46,0.20,4.83
87,199201,1992.00,39,50,54.99,-165.15,7.9,4.8,6/20/1992 14:00:00,110,10285,0.00,0.00,4.80
87,199201,1992.00,40,50,54.99,-165.75,7.8,4.1,6/20/1992 17:00:00,128,10285,0.00,0.00,4.93
87,199201,1992.00,41,31,55.33,-164.58,,3.9,6/21/1992 7:00:00,101,10285,0.00,0.00,2.48
87,199201,1992.00,42,50,55.33,-165.16,7.5,4.5,6/21/1992 9:00:00,110,10285,0.00,0.00,4.94
87,199201,1992.00,43,31,55.66,-165.16,8.6,4.2,6/21/1992 12:00:00,108,10285,0.00,0.00,5.20
87,199201,1992.00,44,31,55.99,-165.18,8.8,3,6/21/1992 15:00:00,95,10285,0.00,0.00,4.90
87,199201,1992.00,45,31,56.32,-165.2,8.3,0.2,6/21/1992 17:00:00,86,10285,12.41,9.01,3.10
87,199201,1992.00,46,31,56.66,-165.21,8.1,-0.9,6/21/1992 20:00:00,75,10285,0.39,0.41,4.80
87,199201,1992.00,47,31,56.67,-165.83,6.7,-0.3,6/22/1992 7:00:00,77,10285,0.19,0.42,4.70
87,199201,1992.00,48,31,56.33,-165.79,8.1,-0.7,6/22/1992 9:00:00,91,10285,1.65,2.51,5.16
87,199201,1992.00,49,31,56,-165.78,9.4,4.2,6/22/1992 12:00:00,104,10285,0.00,0.00,4.80
87,199201,1992.00,50,50,55.67,-165.79,8.9,4.2,6/22/1992 14:00:00,117,10285,0.00,0.00,5.00
87,199201,1992.00,51,50,55.34,-165.78,9,4.1,6/22/1992 17:00:00,119,10285,0.00,0.00,5.23
87,199201,1992.00,52,31,56.98,-165.85,6.6,,6/27/1992 7:00:00,71,10285,11.51,12.32,4.46
87,199201,1992.00,53,31,57.3,-165.86,,0.2,6/27/1992 11:00:00,66,10285,2.88,11.38,4.65
87,199201,1992.00,54,31,57.65,-165.88,6.4,0.2,6/27/1992 15:00:00,62,10285,18.29,29.18,5.03
87,199201,1992.00,55,10,57.98,-165.89,6.7,2.1,6/27/1992 18:00:00,55,10285,18.27,40.20,4.77
87,199201,1992.00,56,10,58.31,-165.91,5.3,3.2,6/28/1992 7:00:00,42,10285,6.59,15.90,4.46
87,199201,1992.00,57,10,58.65,-165.93,5.5,3.3,6/28/1992 9:00:00,35,10285,3.08,6.81,4.54
87,199201,1992.00,58,20,58.99,-165.93,5.8,5,6/28/1992 12:00:00,27,10285,24.96,88.25,4.37
87,199201,1992.00,59,20,59.32,-165.95,6.3,5.5,6/28/1992 15:00:00,22,10285,1.16,1.51,4.61
87,199201,1992.00,60,20,59.63,-165.97,8,7.7,6/28/1992 17:00:00,22,10285,0.67,3.92,3.57
87,199201,1992.00,61,20,60.35,-167.3,3.7,3.2,6/29/1992 7:00:00,27,10285,4.14,5.06,4.14
87,199201,1992.00,62,20,59.68,-167.28,4.8,3.9,6/29/1992 13:00:00,31,10285,4.38,11.64,4.03
87,199201,1992.00,63,20,59.34,-167.26,5.2,4.5,6/29/1992 16:00:00,29,10285,1.45,5.03,4.17
87,199201,1992.00,64,20,59.01,-167.23,4.7,3.7,6/29/1992 19:00:00,38,10285,9.10,35.65,3.95
87,199201,1992.00,65,20,58.68,-167.21,4,3.4,6/30/1992 7:00:00,42,10285,28.39,44.80,4.73
87,199201,1992.00,66,20,58.34,-167.18,5,2.7,6/30/1992 10:00:00,49,10285,46.01,90.51,4.92
87,199201,1992.00,67,31,58,-167.16,4.9,1,6/30/1992 13:00:00,62,10285,24.46,32.94,4.88
87,199201,1992.00,68,31,57.68,-167.13,,0.6,6/30/1992 18:00:00,66,10285,26.13,43.53,4.36
87,199201,1992.00,69,50,55.68,-166.96,7.8,3.8,7/3/1992 7:00:00,134,10285,0.00,0.00,4.47
87,199201,1992.00,70,50,55.99,-167.01,7.7,3.6,7/3/1992 11:00:00,135,10285,0.00,0.00,5.06
87,199201,1992.00,71,50,56.32,-167.02,7.8,3.2,7/3/1992 15:00:00,113,10285,0.00,0.00,4.64
87,199201,1992.00,72,31,56.66,-167.02,7.4,-0.6,7/3/1992 19:00:00,93,10285,2.70,1.91,4.70
87,199201,1992.00,73,31,56.99,-167.03,6.2,1.1,7/4/1992 9:00:00,73,10285,2.23,2.48,4.41
87,199201,1992.00,74,31,57.32,-167.07,6.7,0.7,7/4/1992 13:00:00,70,10285,28.97,33.03,4.45
87,199201,1992.00,75,31,57.33,-167.7,6.7,0.7,7/4/1992 17:00:00,73,10285,11.16,10.27,4.96
87,199201,1992.00,76,50,56.34,-168.25,3.8,3.8,7/5/1992 7:00:00,152,10285,0.00,0.00,4.89
87,199201,1992.00,77,50,56.65,-168.27,7.6,0.5,7/5/1992 11:00:00,108,10285,0.00,0.00,4.74
87,199201,1992.00,78,32,56.82,-168.58,7.3,0,7/5/1992 14:00:00,99,10285,0.00,0.00,4.05
87,199201,1992.00,79,32,57.15,-168.64,7,-0.1,7/5/1992 18:00:00,75,10285,3.35,3.00,4.99
87,199201,1992.00,80,42,57.49,-168.73,6.5,0.1,7/6/1992 7:00:00,70,10285,18.09,21.54,4.68
87,199201,1992.00,81,42,57.84,-168.72,6.7,0.7,7/6/1992 11:00:00,70,10285,136.09,186.43,4.30
87,199201,1992.00,82,42,57.99,-168.42,,0.2,7/6/1992 16:00:00,68,10285,26.83,24.26,2.80
87,199201,1992.00,83,41,58.32,-168.43,6.3,1.5,7/6/1992 20:00:00,64,10285,166.53,297.07,3.55
87,199201,1992.00,84,20,58.66,-168.49,,3.5,7/7/1992 7:00:00,51,10285,29.36,63.83,2.86
87,199201,1992.00,85,41,58.66,-169.15,6.3,1.6,7/7/1992 10:00:00,60,10285,121.95,212.00,2.04
87,199201,1992.00,86,41,58.34,-169.74,,-0.7,7/7/1992 15:00:00,70,10285,44.76,45.18,3.36
87,199201,1992.00,87,42,57.99,-169.7,7.7,-0.7,7/7/1992 18:00:00,70,10285,49.51,55.46,3.40
87,199201,1992.00,88,42,57.83,-169.98,6.8,-0.5,7/8/1992 7:00:00,71,10285,53.61,46.42,3.25
87,199201,1992.00,89,42,57.67,-169.67,6.3,-0.5,7/8/1992 9:00:00,71,10285,28.80,27.58,3.48
87,199201,1992.00,90,42,57.5,-169.97,6.5,0.7,7/8/1992 11:00:00,66,10285,8.05,8.39,2.26
87,199201,1992.00,91,42,57.34,-169.6,6.8,0.7,7/8/1992 14:00:00,62,10285,0.83,1.70,3.51
87,199201,1992.00,92,42,57.17,-169.88,6.8,4.5,7/8/1992 17:00:00,46,10285,0.07,0.32,3.10
87,199201,1992.00,93,42,56.99,-169.55,5.2,0.7,7/9/1992 6:00:00,59,10285,3.74,4.62,2.81
87,199201,1992.00,94,42,56.83,-169.86,5.8,2.4,7/9/1992 9:00:00,71,10285,0.00,0.00,2.84
87,199201,1992.00,95,32,56.67,-169.53,,2.8,7/9/1992 12:00:00,79,10285,0.82,0.65,3.04
87,199201,1992.00,96,50,56.34,-169.5,7.3,3.8,7/9/1992 17:00:00,137,10285,0.00,0.00,3.12
87,199201,1992.00,97,61,56.34,-170.69,7.3,4.2,7/10/1992 7:00:00,121,10285,0.00,0.00,3.64
87,199201,1992.00,98,61,56.66,-170.73,7.1,5.3,7/10/1992 9:00:00,113,10285,0.00,0.00,3.25
87,199201,1992.00,99,42,56.99,-170.77,6.9,2.6,7/10/1992 12:00:00,95,10285,8.28,3.49,3.43
87,199201,1992.00,100,42,57.34,-170.84,6.4,1.4,7/10/1992 14:00:00,82,10285,0.00,0.00,3.52
87,199201,1992.00,101,42,57.66,-170.89,7.2,1.5,7/11/1992 7:00:00,84,10285,1.59,1.28,3.10
87,199201,1992.00,102,42,57.99,-170.94,6.7,1,7/11/1992 10:00:00,86,10285,27.90,18.85,3.23
87,199201,1992.00,103,41,58.33,-171.03,6.8,-0.4,7/11/1992 14:00:00,84,10285,5.69,5.77,2.94
87,199201,1992.00,104,41,58.66,-171.06,6.7,-1.2,7/11/1992 18:00:00,82,10285,2.45,1.59,3.13
87,199201,1992.00,105,41,58.99,-171.09,5.9,-1.5,7/12/1992 7:00:00,77,10285,2.73,2.80,4.64
87,199201,1992.00,106,41,59.33,-171.17,6.1,-1.5,7/12/1992 10:00:00,75,10285,3.58,3.90,4.86
87,199201,1992.00,107,41,59.65,-171.21,6.6,-1.6,7/12/1992 13:00:00,71,10285,2.08,2.65,4.89
87,199201,1992.00,108,41,59.98,-171.28,6.7,-1.5,7/12/1992 18:00:00,70,10285,7.98,9.02,4.43
87,199201,1992.00,109,41,60.32,-171.35,6.8,-1.5,7/13/1992 7:00:00,66,10285,12.22,11.41,4.73
87,199201,1992.00,110,43,60.32,-172.04,6.4,-1.1,7/13/1992 10:00:00,59,10285,4.91,5.24,4.38
87,199201,1992.00,111,43,60.16,-172.34,5.6,1.2,7/13/1992 13:00:00,57,10285,20.76,26.61,4.35
87,199201,1992.00,112,43,59.99,-172.63,7.2,-1.3,7/13/1992 15:00:00,66,10285,13.47,17.38,4.54
87,199201,1992.00,113,43,60.16,-173.02,6.5,-0.7,7/13/1992 18:00:00,59,10285,8.00,8.80,4.54
87,199201,1992.00,114,43,59.8,-172.85,7.2,,7/14/1992 7:00:00,80,10285,4.42,4.25,2.81
87,199201,1992.00,115,43,59.67,-172.57,6.7,-1.4,7/14/1992 9:00:00,86,10285,7.62,6.84,4.96
87,199201,1992.00,116,43,59.5,-172.88,6.7,-1.3,7/14/1992 11:00:00,93,10285,1.15,1.13,5.29
87,199201,1992.00,117,43,59.33,-172.5,7.5,-1.1,7/14/1992 14:00:00,86,10285,2.70,2.26,4.86
87,199201,1992.00,118,41,59,-172.44,,-0.1,7/14/1992 17:00:00,99,10285,0.27,0.22,4.54
87,199201,1992.00,119,61,56.66,-171.35,7.6,,7/20/1992 7:00:00,119,10285,0.00,0.00,5.20
87,199201,1992.00,121,61,56.99,-171.39,8.1,3.3,7/20/1992 12:00:00,110,10285,0.75,0.78,5.10
87,199201,1992.00,122,41,57.32,-171.46,8.1,3.3,7/20/1992 15:00:00,101,10285,2.75,1.76,5.09
87,199201,1992.00,123,41,57.65,-171.53,7.8,2.3,7/20/1992 18:00:00,99,10285,0.96,0.59,5.00
87,199201,1992.00,124,41,57.98,-171.6,7.9,2.7,7/21/1992 7:00:00,97,10285,16.95,10.54,4.83
87,199201,1992.00,125,41,58.32,-171.64,8,1.6,7/21/1992 10:00:00,95,10285,7.84,7.42,3.23
87,199201,1992.00,126,61,58.34,-172.3,8.1,1.1,7/21/1992 13:00:00,102,10285,120.94,70.59,4.90
87,199201,1992.00,127,61,58,-172.23,8.4,3,7/21/1992 16:00:00,106,10285,39.70,25.02,5.27
87,199201,1992.00,128,61,57.67,-172.17,8.3,,7/22/1992 7:00:00,108,10285,3.35,2.05,5.34
87,199201,1992.00,129,61,57.33,-172.09,7.8,,7/22/1992 10:00:00,108,10285,0.55,0.40,2.45
87,199201,1992.00,130,61,57,-172.03,7.7,4.1,7/22/1992 12:00:00,115,10285,0.00,0.00,5.30
87,199201,1992.00,131,61,56.67,-171.96,8.9,3.9,7/22/1992 15:00:00,124,10285,0.00,0.00,5.06
87,199201,1992.00,132,61,56.65,-172.56,8.5,3.8,7/22/1992 18:00:00,137,10285,0.00,0.00,5.43
87,199201,1992.00,133,61,56.98,-173.25,8.5,3.4,7/23/1992 7:00:00,141,10285,0.00,0.00,5.20
87,199201,1992.00,134,61,57.33,-173.32,9.2,3.5,7/23/1992 10:00:00,119,10285,0.00,0.00,3.64
87,199201,1992.00,135,61,57.67,-173.38,,3.3,7/23/1992 13:00:00,146,10285,0.00,0.00,5.75
87,199201,1992.00,136,61,57.99,-173.48,9.6,3.3,7/23/1992 15:00:00,117,10285,0.00,0.00,5.14
87,199201,1992.00,137,61,58.32,-173.56,9.1,3.3,7/23/1992 18:00:00,115,10285,0.00,0.00,5.23
87,199201,1992.00,138,61,58.65,-173.63,8.5,3.2,7/24/1992 7:00:00,126,10285,0.00,0.00,1.61
87,199201,1992.00,139,61,58.99,-173.71,8.3,1.5,7/24/1992 10:00:00,117,10285,11.98,6.15,1.62
87,199201,1992.00,140,62,59.32,-173.79,8.3,0.9,7/24/1992 12:00:00,110,10285,3.92,1.89,5.27
87,199201,1992.00,141,62,59.65,-173.86,8.5,-0.1,7/24/1992 14:00:00,102,10285,0.00,0.00,5.22
87,199201,1992.00,142,62,59.82,-174.23,8.4,-0.3,7/24/1992 17:00:00,108,10285,0.00,0.00,5.30
87,199201,1992.00,143,43,59.98,-173.95,7.9,-0.9,7/25/1992 7:00:00,97,10285,0.27,0.19,5.03
87,199201,1992.00,144,43,60.15,-174.35,7.9,-0.7,7/25/1992 9:00:00,101,10285,0.00,0.00,5.09
87,199201,1992.00,145,43,60.32,-174.06,,-1.3,7/25/1992 12:00:00,90,10285,0.00,0.00,5.29
87,199201,1992.00,146,41,60.65,-174.13,7.9,-1.2,7/25/1992 14:00:00,86,10285,0.00,0.00,5.47
87,199201,1992.00,147,41,60.66,-171.41,8.5,-1.6,7/26/1992 7:00:00,62,10285,0.25,0.43,4.57
87,199201,1992.00,148,41,60.66,-172.06,8.5,-1.5,7/26/1992 10:00:00,60,10285,0.41,1.10,5.44
87,199201,1992.00,149,41,60.66,-172.73,6.6,1.6,7/26/1992 12:00:00,42,10285,152.10,151.36,4.99
87,199201,1992.00,150,41,60.98,-174.18,8.4,-1.3,7/26/1992 18:00:00,84,10285,0.00,0.00,5.15
87,199201,1992.00,151,82,61.31,-174.31,8.6,-1.4,7/27/1992 7:00:00,79,10285,0.00,0.00,4.77
87,199201,1992.00,152,82,61.34,-174.98,8.1,-1,7/27/1992 10:00:00,86,10285,0.29,0.18,5.34
87,199201,1992.00,153,82,61,-174.88,8.5,-1,7/27/1992 12:00:00,91,10285,0.00,0.00,5.22
87,199201,1992.00,154,41,60.67,-174.81,8.9,-0.2,7/27/1992 15:00:00,97,10285,0.00,0.00,5.29
87,199201,1992.00,155,62,60.34,-174.71,9.3,-0.2,7/27/1992 18:00:00,102,10285,0.00,0.00,5.09
87,199201,1992.00,156,62,60,-174.6,8.9,0.4,7/27/1992 20:00:00,110,10285,0.00,0.00,4.84
87,199201,1992.00,157,62,59.68,-174.44,8.8,0.7,7/28/1992 7:00:00,115,10285,0.00,0.00,5.57
87,199201,1992.00,158,62,59.34,-174.44,8.8,1.8,7/28/1992 10:00:00,119,10285,3.43,1.61,5.57
87,199201,1992.00,159,61,59.01,-174.36,9,1.8,7/28/1992 12:00:00,126,10285,0.00,0.00,4.99
87,199201,1992.00,160,61,58.67,-174.26,9.3,3.2,7/28/1992 15:00:00,154,10285,0.00,0.00,4.90
87,199201,1992.00,161,61,58.34,-174.32,9.6,3.1,7/28/1992 18:00:00,183,10285,0.00,0.00,6.44
87,199201,1992.00,162,61,59.67,-175.86,9.2,2.4,7/31/1992 8:00:00,137,10285,0.00,0.00,5.09
87,199201,1992.00,163,61,59.34,-175.75,9.1,2.3,7/31/1992 11:00:00,137,10285,0.00,0.00,5.13
87,199201,1992.00,164,61,59,-175.73,8.8,2.8,7/31/1992 13:00:00,134,10285,0.00,0.00,5.46
87,199201,1992.00,165,61,58.68,-175.55,,3.3,7/31/1992 18:00:00,134,10285,0.00,0.00,4.86
87,199201,1992.00,166,61,58.65,-176.83,8.8,3.4,8/1/1992 8:00:00,141,10285,0.00,0.00,5.30
87,199201,1992.00,167,61,58.98,-177.59,9.1,2.9,8/1/1992 11:00:00,135,10285,0.00,0.00,5.60
87,199201,1992.00,168,61,58.98,-176.95,9.6,3.1,8/1/1992 15:00:00,135,10285,0.00,0.00,5.50
87,199201,1992.00,169,61,59.32,-177.06,9,2.6,8/1/1992 18:00:00,150,10285,0.00,0.00,5.44
87,199201,1992.00,170,61,59.65,-177.14,,2.1,8/2/1992 8:00:00,179,10285,0.00,0.00,5.25
87,199201,1992.00,171,61,59.98,-176.71,9,1.9,8/2/1992 11:00:00,141,10285,0.00,0.00,5.63
87,199201,1992.00,172,61,60.32,-176.71,9.2,1.8,8/2/1992 14:00:00,135,10285,0.87,0.55,5.40
87,199201,1992.00,173,61,60.65,-176.8,9.1,1.9,8/2/1992 16:00:00,128,10285,0.00,0.00,5.20
87,199201,1992.00,174,90,60.98,-176.97,8.9,1.1,8/3/1992 8:00:00,123,10285,0.00,0.00,5.23
88,199301,1993.00,1,10,57.33,-158.4,7.3,5.5,6/4/1993 7:00:00,27,10285,0.00,0.00,4.67
88,199301,1993.00,2,10,57.66,-158.34,7.3,4.9,6/4/1993 11:00:00,33,10285,0.00,0.00,4.80
88,199301,1993.00,3,10,57.99,-158.32,7.4,5.4,6/4/1993 14:00:00,31,10285,0.00,0.00,3.88
88,199301,1993.00,4,10,57.99,-158.96,5.5,4.6,6/4/1993 17:00:00,35,10285,0.00,0.00,5.62
88,199301,1993.00,5,10,57.66,-159.01,4.8,4.4,6/5/1993 6:00:00,44,10285,0.00,0.00,4.64
88,199301,1993.00,6,10,57.33,-159.05,6.1,4.8,6/5/1993 9:00:00,46,10285,0.00,0.00,4.42
88,199301,1993.00,7,10,57,-159.09,6.5,5.9,6/5/1993 13:00:00,29,10285,0.00,0.00,3.90
88,199301,1993.00,8,31,56.65,-160.36,5.2,4,6/6/1993 6:00:00,59,10285,0.00,0.00,4.57
88,199301,1993.00,9,31,56.99,-160.33,4.6,3.8,6/6/1993 10:00:00,64,10285,0.00,0.00,4.63
88,199301,1993.00,10,31,57.32,-160.3,4.6,3.1,6/6/1993 12:00:00,60,10285,0.10,0.40,4.97
88,199301,1993.00,11,31,57.66,-160.26,5.2,3.4,6/6/1993 15:00:00,53,10285,2.04,4.63,4.31
88,199301,1993.00,12,10,57.99,-160.22,5.6,3.9,6/6/1993 17:00:00,49,10285,4.79,16.65,4.62
88,199301,1993.00,14,10,58.22,-160.35,4.8,,6/7/1993 8:00:00,18,10285,0.12,0.21,4.58
88,199301,1993.00,15,10,58.24,-161.55,6.3,,6/7/1993 15:00:00,38,10285,0.00,0.00,2.30
88,199301,1993.00,16,10,57.99,-161.48,5.4,4.1,6/7/1993 17:00:00,49,10285,9.89,28.03,4.95
88,199301,1993.00,17,10,57.65,-161.46,5.2,4.1,6/8/1993 6:00:00,53,10285,30.37,70.29,4.86
88,199301,1993.00,18,31,57.33,-161.53,6.4,3.9,6/8/1993 9:00:00,55,10285,5.65,9.53,5.24
88,199301,1993.00,19,31,57,-161.56,7.8,3.2,6/8/1993 13:00:00,68,10285,2.42,7.53,4.90
88,199301,1993.00,20,31,56.68,-161.56,8.2,3.1,6/8/1993 16:00:00,88,10285,34.08,30.87,4.63
88,199301,1993.00,21,10,56.35,-161.58,7.9,3.6,6/8/1993 19:00:00,64,10285,1.05,3.12,2.88
88,199301,1993.00,22,10,55.67,-162.83,7.2,4.6,6/9/1993 7:00:00,51,10285,9.10,28.35,4.47
88,199301,1993.00,23,31,55.99,-162.82,9.6,2.6,6/9/1993 10:00:00,79,10285,7.49,7.96,5.27
88,199301,1993.00,24,31,56.31,-162.81,8,1.8,6/9/1993 12:00:00,79,10285,2.16,2.65,5.28
88,199301,1993.00,25,31,56.64,-162.78,7,2.3,6/9/1993 14:00:00,71,10285,8.43,12.94,4.94
88,199301,1993.00,26,31,56.98,-162.8,7.5,3.4,6/10/1993 6:00:00,60,10285,25.73,35.75,4.55
88,199301,1993.00,27,10,57.32,-162.77,5.5,3.8,6/10/1993 9:00:00,48,10285,13.54,32.15,4.44
88,199301,1993.00,28,10,57.66,-162.75,5.4,3.6,6/10/1993 12:00:00,44,10285,55.23,111.88,4.82
88,199301,1993.00,29,10,57.98,-162.75,5.8,4.6,6/10/1993 14:00:00,40,10285,9.53,31.61,4.71
88,199301,1993.00,30,10,58.29,-162.68,5.8,5,6/10/1993 17:00:00,31,10285,0.00,0.00,4.15
88,199301,1993.00,31,10,59.33,-163.99,7.2,7.9,6/11/1993 7:00:00,22,10285,1.61,8.46,4.72
88,199301,1993.00,32,10,59,-163.99,6.5,5.9,6/11/1993 9:00:00,26,10285,0.67,3.69,4.59
88,199301,1993.00,33,10,58.68,-164,6.4,5.8,6/11/1993 11:00:00,33,10285,3.02,12.26,4.07
88,199301,1993.00,34,10,58.35,-164,6.4,4,6/11/1993 14:00:00,40,10285,13.91,20.55,4.57
88,199301,1993.00,35,10,58.01,-164,5.2,3.4,6/11/1993 16:00:00,44,10285,37.62,81.38,4.87
88,199301,1993.00,36,10,57.68,-163.99,5.5,4,6/12/1993 7:00:00,49,10285,169.44,146.89,4.94
